"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Item_Weight_old","Item_Visibility_upd"
"179","DRY23",9.395,"Regular",0.191,"Soft_Drinks",42.1112,"OUT019",1985,"Small","Tier_1","Grocery_Store",42.6112,NA,0.191
"180","FDO24",11.1,"LF",0.1766,"Baking_Goods",157.4604,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",3010.7476,11.1,0.1766
"181","FDQ28",14,"Regular",0.0601,"Frozen_Foods",153.0656,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",6024.1584,NA,0.0601
"182","FDV39",11.3,"LF",0.0073,"Meat",198.1426,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",988.713,11.3,0.0073
"183","NCO17",10,"LF",0.1285,"Health_and_Hygiene",117.944,"OUT019",1985,"Small","Tier_1","Grocery_Store",239.688,NA,0.1285
"184","FDU50",5.75,"Regular",0.0751,"Dairy",112.8176,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1374.2112,5.75,0.0751
"185","FDT12",6.215,"Regular",0.0494,"Baking_Goods",226.8062,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",4739.8302,NA,0.0494
"186","FDK58",11.35,"Regular",0.0452,"Snack_Foods",100.0016,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1012.016,11.35,0.0452
"187","FDO08",11.1,"Regular",0.0942,"Fruits_and_Vegetables",165.7526,"OUT019",1985,"Small","Tier_1","Grocery_Store",657.8104,NA,0.0942
"188","NCW29",14,"LF",0.0289,"Health_and_Hygiene",130.431,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",778.986,14,0.0289
"189","FDE04",19.75,"Regular",0.0181,"Frozen_Foods",179.766,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",2336.958,19.75,0.0181
"190","NCB19",6.525,"LF",0.0904,"Household",85.0882,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",2233.0932,6.525,0.0904
"191","FDV15",10.3,"LF",0.1464,"Meat",103.9648,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1661.8368,10.3,0.1464
"192","FDL58",5.78,"Regular",0.0743,"Snack_Foods",264.7568,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",4745.8224,5.78,0.0743
"193","FDA08",11.85,"Regular",0.0502,"Fruits_and_Vegetables",164.1526,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",3124.5994,11.85,0.0502
"194","FDT43",16.35,"LF",0.0206,"Fruits_and_Vegetables",50.1324,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",467.3916,16.35,0.0206
"195","NCX06",17.6,"LF",0.0156,"Household",182.5976,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",5070.7328,NA,0.0156
"196","FDT20",10.5,"LF",0.0414,"Fruits_and_Vegetables",37.6164,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",540.6296,10.5,0.0414
"197","FDB41",19,"Regular",0.0973,"Frozen_Foods",48.0718,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",992.7078,19,0.0973
"198","NCN55",14.6,"LF",0.0596,"Others",238.8538,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",6008.845,14.6,0.0596
"199","FDE40",15.6,"Regular",0.0987,"Dairy",62.9194,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",2105.2596,NA,0.0987
"200","FDX49",4.615,"Regular",0.1013,"Canned",232.63,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",5359.69,NA,0.1013
"201","NCM53",18.75,"LF",0.0521,"Health_and_Hygiene",104.628,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",745.696,18.75,0.0521
"202","FDE36",5.26,"Regular",0.0418,"Baking_Goods",161.8868,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",3275.736,5.26,0.0418
"203","FDN57",18.25,"LF",0.0543,"Snack_Foods",140.2154,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1701.7848,18.25,0.0543
"204","FDI24",10.3,"LF",0.0784,"Baking_Goods",177.937,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",6704.606,NA,0.0784
"205","FDI19",15.1,"LF",0.0523,"Meat",242.7512,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",4119.9704,15.1,0.0523
"206","FDF24",15.5,"Regular",0.0425,"Baking_Goods",81.5934,"OUT010",1998,"Small","Tier_3","Grocery_Store",327.5736,15.5,0.0425
"207","FDG52",13.65,"LF",0.0657,"Frozen_Foods",45.7402,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",780.9834,13.65,0.0657
"208","DRF36",16.1,"LF",0.0236,"Soft_Drinks",189.3846,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",3630.6074,16.1,0.0236
"209","FDS45",5.175,"Regular",0.0516,"Snack_Foods",107.3622,"OUT019",1985,"Small","Tier_1","Grocery_Store",317.5866,NA,0.0516
"210","FDX40",12.85,"LF",0.1657,"Frozen_Foods",39.7164,"OUT010",1998,"Small","Tier_3","Grocery_Store",231.6984,12.85,0.1657
"211","DRK12",9.5,"LF",0.0419,"Soft_Drinks",32.99,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",133.16,9.5,0.0419
"212","DRC27",13.8,"LF",0.0581,"Dairy",245.1802,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",5650.6446,13.8,0.0581
"213","FDL58",5.78,"Regular",20.25,"Snack_Foods",263.7568,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",2636.568,5.78,0
"214","NCD30",19.7,"LF",0.0269,"Household",96.0726,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1272.3438,19.7,0.0269
"215","NCZ54",14.65,"LF",20.25,"Household",161.5552,"OUT010",1998,"Small","Tier_3","Grocery_Store",324.9104,14.65,0
"216","FDE10",6.67,"Regular",0.1506,"Snack_Foods",130.0626,"OUT010",1998,"Small","Tier_3","Grocery_Store",131.1626,6.67,0.1506
"217","FDR44",6.11,"Regular",20.25,"Fruits_and_Vegetables",131.2968,"OUT010",1998,"Small","Tier_3","Grocery_Store",260.9936,6.11,0
"218","FDP28",13.65,"Regular",0.135,"Frozen_Foods",260.0936,"OUT010",1998,"Small","Tier_3","Grocery_Store",260.9936,13.65,0.135
"219","FDX15",17.2,"LF",0.1562,"Meat",160.6578,"OUT013",1987,"High","Tier_3","Supermarket_Type1",3690.5294,17.2,0.1562
"220","FDA39",6.32,"LF",20.25,"Meat",40.2822,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",1139.1838,6.32,0
"221","FDY24",4.88,"Regular",0.1337,"Baking_Goods",52.9298,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1995.4026,4.88,0.1337
"222","FDC60",5.425,"Regular",0.1151,"Baking_Goods",88.3514,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1416.8224,5.425,0.1151
"223","FDH28",15.85,"Regular",0.11,"Frozen_Foods",37.2506,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",265.6542,15.85,0.11
"224","FDT25",7.5,"LF",0.051,"Canned",121.7072,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",3552.7088,7.5,0.051
"225","DRJ13",12.65,"LF",0.0628,"Soft_Drinks",161.5578,"OUT013",1987,"High","Tier_3","Supermarket_Type1",2406.867,12.65,0.0628
"226","NCO07",9.06,"LF",0.0171,"Others",211.956,"OUT019",1985,"Small","Tier_1","Grocery_Store",213.056,NA,0.0171
"227","FDW20",20.75,"LF",0.0241,"Fruits_and_Vegetables",124.173,"OUT013",1987,"High","Tier_3","Supermarket_Type1",2956.152,20.75,0.0241
"228","DRF27",8.93,"LF",0.0498,"Dairy",152.134,"OUT019",1985,"Small","Tier_1","Grocery_Store",153.134,NA,0.0498
"229","FDS49",9,"LF",20.25,"Canned",79.7644,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",1649.8524,9,0
"230","FDX25",16.7,"LF",0.1016,"Canned",181.9292,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",3101.2964,NA,0.1016
"231","NCX42",6.36,"LF",0.0059,"Household",165.6526,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",4769.1254,NA,0.0059
"232","FDG33",5.365,"Regular",0.1396,"Seafood",170.4764,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",3435.528,NA,0.1396
"233","FDL56",14.1,"LF",0.126,"Fruits_and_Vegetables",86.4198,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1133.8574,14.1,0.126
"234","FDF14",7.55,"LF",0.0272,"Canned",152.334,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",2603.278,7.55,0.0272
"235","NCD06",13,"LF",0.0993,"Household",45.406,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",605.878,13,0.0993
"236","DRM47",9.3,"LF",0.0436,"Hard_Drinks",192.8846,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",2293.0152,NA,0.0436
"237","FDS46",17.6,"Regular",0.0827,"Snack_Foods",118.7782,"OUT019",1985,"Small","Tier_1","Grocery_Store",119.1782,NA,0.0827
"238","FDB35",12.3,"Regular",0.0646,"Starchy_Foods",92.9804,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1929.4884,12.3,0.0646
"239","FDX21",7.05,"LF",0.0846,"Snack_Foods",109.8912,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",2074.6328,NA,0.0846
"240","NCU05",11.8,"LF",0.0585,"Health_and_Hygiene",79.9618,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",241.6854,NA,0.0585
"241","NCR38",17.25,"LF",0.1137,"Household",251.3724,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",6795.1548,17.25,0.1137
"242","NCR18",15.85,"LF",0.0206,"Household",42.7112,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",639.168,15.85,0.0206
"243","NCU41",18.85,"LF",0.052,"Health_and_Hygiene",192.1846,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",3248.4382,18.85,0.052
"244","FDY56",16.35,"Regular",0.0628,"Fruits_and_Vegetables",227.6062,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",7222.5984,16.35,0.0628
"245","DRJ51",14.1,"LF",0.088,"Dairy",229.0668,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",3225.1352,14.1,0.088
"246","FDK21",7.905,"LF",0.01,"Snack_Foods",249.0408,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",3755.112,7.905,0.01
"247","FDY25",12,"LF",0.0339,"Canned",179.3976,"OUT013",1987,"High","Tier_3","Supermarket_Type1",3440.8544,12,0.0339
"248","FDU44",12.15,"Regular",0.0584,"Fruits_and_Vegetables",163.4552,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",974.7312,12.15,0.0584
"249","FDL43",10.1,"LF",0.0271,"Meat",75.367,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",535.969,10.1,0.0271
"250","FDF05",17.5,"LF",0.027,"Frozen_Foods",262.491,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",5259.82,17.5,0.027
"251","DRF15",18.35,"LF",0.0582,"Dairy",152.034,"OUT019",1985,"Small","Tier_1","Grocery_Store",306.268,NA,0.0582
"252","FDL20",17.1,"LF",0.1289,"Fruits_and_Vegetables",112.3886,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1779.0176,17.1,0.1289
"253","FDV32",7.785,"LF",0.0888,"Fruits_and_Vegetables",61.451,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",759.012,7.785,0.0888
"254","FDJ34",11.8,"Regular",0.0936,"Snack_Foods",125.9704,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1877.556,11.8,0.0936
"255","FDG08",13.15,"Regular",0.1657,"Fruits_and_Vegetables",171.8764,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",3779.0808,13.15,0.1657
"256","FDQ04",6.4,"LF",0.1484,"Frozen_Foods",41.5796,"OUT019",1985,"Small","Tier_1","Grocery_Store",41.2796,NA,0.1484
"257","FDW13",8.5,"LF",0.0984,"Canned",51.1324,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",259.662,8.5,0.0984
"258","NCI17",8.645,"LF",0.1433,"Health_and_Hygiene",96.341,"OUT013",1987,"High","Tier_3","Supermarket_Type1",193.082,8.645,0.1433
"259","FDY03",17.6,"Regular",0.0763,"Meat",110.9202,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1687.803,17.6,0.0763
"260","FDS12",9.1,"LF",0.1751,"Baking_Goods",127.5362,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",4655.9394,9.1,0.1751
"261","FDJ55",12.8,"Regular",0.0235,"Meat",225.9404,"OUT013",1987,"High","Tier_3","Supermarket_Type1",4950.8888,12.8,0.0235
"262","DRK01",7.63,"LF",0.0611,"Soft_Drinks",95.4436,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",1418.154,7.63,0.0611
"263","FDG28",9.285,"Regular",0.0496,"Frozen_Foods",246.4144,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1225.072,9.285,0.0496
"264","FDY38",13.6,"Regular",0.1194,"Dairy",231.03,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",5359.69,13.6,0.1194
"265","FDN01",8.895,"LF",0.0725,"Breakfast",176.237,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1764.37,8.895,0.0725
"266","NCR54",16.35,"LF",0.0905,"Household",195.211,"OUT013",1987,"High","Tier_3","Supermarket_Type1",2553.343,16.35,0.0905
"267","FDG29",17.6,"LF",0.0562,"Frozen_Foods",43.3454,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1006.6896,17.6,0.0562
"268","FDG24",7.975,"LF",0.0146,"Baking_Goods",85.225,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1081.925,7.975,0.0146
"269","FDG59",15.85,"LF",0.0435,"Starchy_Foods",36.7164,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",308.9312,15.85,0.0435
"270","FDM28",15.7,"LF",0.0452,"Frozen_Foods",178.666,"OUT013",1987,"High","Tier_3","Supermarket_Type1",2516.724,15.7,0.0452
"271","FDW04",8.985,"Regular",0.0578,"Frozen_Foods",128.831,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1428.141,8.985,0.0578
"272","FDS26",20.35,"LF",0.0894,"Dairy",260.1594,"OUT013",1987,"High","Tier_3","Supermarket_Type1",2093.2752,20.35,0.0894
"273","FDQ56",6.59,"LF",0.1055,"Fruits_and_Vegetables",85.6908,"OUT013",1987,"High","Tier_3","Supermarket_Type1",1929.4884,6.59,0.1055
"274","FDK51",19.85,"LF",0.0052,"Dairy",264.0884,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",5829.7448,19.85,0.0052
"275","FDL22",16.85,"LF",0.0364,"Snack_Foods",91.4488,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2082.6224,16.85,0.0364
"276","FDH19",19.35,"LF",0.0329,"Meat",173.1738,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",7298.4996,NA,0.0329
"277","FDY55",16.75,"LF",0.0813,"Fruits_and_Vegetables",256.4988,"OUT013",1987,"High","Tier_3","Supermarket_Type1",7452.9652,16.75,0.0813
"278","FDY03",17.6,"Regular",0.0766,"Meat",110.5202,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",450.0808,17.6,0.0766
"279","FDK21",7.905,"LF",0.0168,"Snack_Foods",250.4408,"OUT010",1998,"Small","Tier_3","Grocery_Store",500.6816,7.905,0.0168
"280","FDZ10",17.85,"LF",0.0442,"Snack_Foods",126.202,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",3668.558,NA,0.0442
"281","FDZ32",7.785,"Regular",0.0383,"Fruits_and_Vegetables",103.1964,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",736.3748,7.785,0.0383
"282","NCZ18",7.825,"LF",0.186,"Household",253.0698,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",6088.0752,7.825,0.186
"283","NCF07",9,"LF",0.0319,"Household",101.0016,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",2125.2336,NA,0.0319
"284","DRE49",20.75,"LF",0.0214,"Soft_Drinks",153.0024,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",2277.036,20.75,0.0214
"285","FDJ08",11.1,"LF",0.1938,"Fruits_and_Vegetables",190.3846,"OUT019",1985,"Small","Tier_1","Grocery_Store",573.2538,NA,0.1938
"286","FDT39",6.26,"Regular",0.0099,"Meat",151.1366,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",2267.049,6.26,0.0099
"287","FDE08",18.2,"LF",0.0826,"Fruits_and_Vegetables",147.3734,"OUT010",1998,"Small","Tier_3","Grocery_Store",296.9468,18.2,0.0826
"288","NCD06",13,"LF",0.0997,"Household",46.306,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",559.272,13,0.0997
"289","FDB57",20.25,"Regular",0.0188,"Fruits_and_Vegetables",222.1772,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",5559.43,20.25,0.0188
"290","NCT54",8.695,"LF",0.1197,"Household",95.5094,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1237.7222,8.695,0.1197
"291","DRF49",7.27,"LF",0.0712,"Soft_Drinks",113.5518,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",569.259,7.27,0.0712
"292","FDM25",10.695,"Regular",0.0604,"Breakfast",174.0712,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",3866.9664,NA,0.0604
"293","FDF20",12.85,"LF",0.0333,"Fruits_and_Vegetables",198.4768,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1379.5376,12.85,0.0333
"294","FDH27",7.075,"LF",0.0586,"Dairy",142.7128,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1869.5664,7.075,0.0586
"295","FDV60",20.2,"Regular",0.1168,"Baking_Goods",196.211,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",5499.508,NA,0.1168
"296","FDY59",8.195,"LF",0.0315,"Baking_Goods",94.3462,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",925.462,8.195,0.0315
"297","FDK36",7.09,"LF",0.0072,"Baking_Goods",47.9034,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",583.2408,7.09,0.0072
"298","NCM31",6.095,"LF",0.0812,"Others",141.4154,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1418.154,6.095,0.0812
"299","FDE33",19.35,"Regular",0.0499,"Fruits_and_Vegetables",80.2644,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",942.7728,19.35,0.0499
"300","FDU36",6.15,"LF",0.0463,"Baking_Goods",99.3384,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2364.9216,6.15,0.0463
"301","FDV13",17.35,"Regular",0.0275,"Canned",87.9856,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",3251.7672,NA,0.0275
"302","FDV20",20.2,"Regular",0.1047,"Fruits_and_Vegetables",125.2678,"OUT019",1985,"Small","Tier_1","Grocery_Store",254.3356,NA,0.1047
"303","NCQ54",17.7,"LF",0.0125,"Household",167.0474,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",5895.659,17.7,0.0125
"304","FDO23",17.85,"LF",0.147,"Breads",93.7436,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1134.5232,17.85,0.147
"305","DRE60",9.395,"LF",0.1597,"Soft_Drinks",224.972,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",7696.648,9.395,0.1597
"306","DRP47",15.75,"LF",0.1414,"Hard_Drinks",250.5382,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",2775.7202,15.75,0.1414
"307","FDB21",7.475,"LF",0.1488,"Fruits_and_Vegetables",241.2854,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",5317.0788,7.475,0.1488
"308","FDR04",7.075,"LF",20.25,"Frozen_Foods",98.0068,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",874.8612,7.075,0
"309","FDX23",6.445,"LF",0.0297,"Baking_Goods",92.6436,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",1039.9796,6.445,0.0297
"310","FDX19",19.1,"LF",0.0967,"Fruits_and_Vegetables",235.0958,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",3038.0454,19.1,0.0967
"311","FDD40",20.25,"Regular",0.0148,"Dairy",193.6162,"OUT035",2004,"Small","Tier_2","Supermarket_Type1",3848.324,20.25,0.0148
"312","FDA01",15,"Regular",0.0544,"Canned",59.1904,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",527.3136,15,0.0544
"313","FDS33",6.67,"Regular",0.1234,"Snack_Foods",89.1514,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2390.8878,6.67,0.1234
"314","FDM50",13,"Regular",0.0299,"Canned",60.222,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",1677.816,NA,0.0299
"315","FDB29",16.7,"Regular",0.0524,"Frozen_Foods",112.7176,"OUT013",1987,"High","Tier_3","Supermarket_Type1",801.6232,16.7,0.0524
"316","FDF46",7.07,"LF",0.0939,"Snack_Foods",115.5834,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1267.0174,7.07,0.0939
"317","FDA33",6.48,"LF",0.034,"Snack_Foods",148.0076,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",886.8456,6.48,0.034
"318","FDC08",19,"Regular",0.1732,"Fruits_and_Vegetables",228.272,"OUT010",1998,"Small","Tier_3","Grocery_Store",452.744,19,0.1732
"319","FDB53",13.35,"LF",0.1397,"Frozen_Foods",147.5392,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",3877.6192,13.35,0.1397
"320","FDY31",5.98,"LF",0.0434,"Fruits_and_Vegetables",146.6418,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",4414.254,NA,0.0434
"321","DRQ35",9.3,"LF",0.0421,"Hard_Drinks",122.4388,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",5448.9072,NA,0.0421
"322","FDX36",9.695,"Regular",0.1285,"Baking_Goods",223.9404,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",4950.8888,9.695,0.1285
"323","DRD13",15,"LF",0.0494,"Soft_Drinks",62.6168,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",958.752,15,0.0494
"324","FDC52",11.15,"Regular",0.0083,"Dairy",149.9708,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1956.1204,11.15,0.0083
"325","FDB45",20.85,"LF",0.0214,"Fruits_and_Vegetables",103.2306,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",2404.2038,20.85,0.0214
"326","NCK19",9.8,"LF",0.1514,"Others",194.3478,"OUT010",1998,"Small","Tier_3","Grocery_Store",387.4956,9.8,0.1514
"327","FDV51",16.35,"LF",0.0325,"Meat",165.0842,"OUT013",1987,"High","Tier_3","Supermarket_Type1",994.7052,16.35,0.0325
"328","FDZ35",9.6,"Regular",0.0223,"Breads",101.299,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",1754.383,9.6,0.0223
"329","NCW17",18,"LF",0.0193,"Health_and_Hygiene",129.9994,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",3340.9844,NA,0.0193
"330","FDV59",13.35,"LF",0.0481,"Breads",216.7166,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",3918.8988,13.35,0.0481
"331","DRH39",20.7,"LF",0.0926,"Dairy",76.367,"OUT013",1987,"High","Tier_3","Supermarket_Type1",306.268,20.7,0.0926
"332","FDN60",15.1,"LF",0.0947,"Baking_Goods",158.4604,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",4278.4308,NA,0.0947
"333","FDU55",16.2,"LF",0.036,"Fruits_and_Vegetables",260.6278,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",4425.5726,16.2,0.036
"334","FDN58",13.8,"Regular",0.0566,"Snack_Foods",230.9984,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",9267.936,NA,0.0566
"335","FDC41",15.6,"LF",0.2047,"Frozen_Foods",76.867,"OUT019",1985,"Small","Tier_1","Grocery_Store",229.701,NA,0.2047
"336","FDO01",21.1,"Regular",0.0206,"Breakfast",129.3994,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",2055.9904,NA,0.0206
"337","NCO43",5.5,"LF",0.0471,"Others",101.3016,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",3339.6528,5.5,0.0471
"338","FDQ07",15.1,"Regular",0.0876,"Fruits_and_Vegetables",221.7456,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",6410.3224,15.1,0.0876
"339","FDF28",15.7,"Regular",0.0381,"Frozen_Foods",122.9046,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",1992.0736,15.7,0.0381
"340","FDM01",7.895,"Regular",0.0951,"Breakfast",104.4332,"OUT017",2007,"Small","Tier_2","Supermarket_Type1",2870.9296,7.895,0.0951
"341","FDY49",17.2,"Regular",0.012,"Canned",164.5184,"OUT027",1985,"Medium","Tier_3","Supermarket_Type3",2807.0128,NA,0.012
"342","FDR24",17.35,"Regular",0.0628,"Baking_Goods",88.183,"OUT013",1987,"High","Tier_3","Supermarket_Type1",539.298,17.35,0.0628
"343","NCY18",7.285,"LF",0.0311,"Household",174.3054,"OUT013",1987,"High","Tier_3","Supermarket_Type1",4377.635,7.285,0.0311
"344","NCY30",20.25,"LF",0.026,"Household",180.9976,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",2716.464,20.25,0.026
"345","FDJ22",18.75,"LF",0.0925,"Snack_Foods",190.9504,"OUT019",1985,"Small","Tier_1","Grocery_Store",383.5008,NA,0.0925
"346","DRI37",15.85,"LF",0.1078,"Soft_Drinks",59.5904,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",703.0848,15.85,0.1078
"347","FDL27",6.17,"LF",0.0106,"Meat",66.3826,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",1937.478,6.17,0.0106
"348","NCO30",19.5,"LF",0.0157,"Household",182.2608,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",3307.6944,19.5,0.0157
"349","NCB07",19.2,"LF",0.0776,"Household",197.611,"OUT049",1999,"Medium","Tier_1","Supermarket_Type1",3142.576,19.2,0.0776
"350","FDX25",16.7,"LF",20.25,"Canned",181.2292,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",2554.0088,16.7,0
"351","FDP59",20.85,"Regular",0.0567,"Breads",104.0648,"OUT018",2009,"Medium","Tier_3","Supermarket_Type2",1869.5664,20.85,0.0567
"352","FDR59",14.5,"Regular",0.064,"Breads",260.4594,"OUT045",2002,"Small","Tier_2","Supermarket_Type1",5494.8474,14.5,0.064
"353","FDT27",11.395,"Regular",0.0695,"Meat",233.1616,"OUT013",1987,"High","Tier_3","Supermarket_Type1",6093.4016,11.395,0.0695
"354","DRI01",7.97,"LF",0.0345,"Soft_Drinks",174.0422,"OUT046",1997,"Small","Tier_1","Supermarket_Type1",2586.633,7.97,0.0345
